Class,Value,Description
8,Carirri?Òe Pass, Carirri?Òe Pass is an international mountain pass in the Andes between Chile and Argentina. The pass connects Co?Òaripe and Liqui?Òe in Chile with Jun??n de los Andes in Argentina. At the site of the pass some of the southernmost Araucaria trees grows. The road is not paved and the pass may be closed most of the year due to snowfalls minor landslides and rehabilitation. At the highest point the pass reaches 1176 m (3858 ft).
8,Mount Dzhimara, Mount Dzhimara or Jimara (Ossetian: ???????¨?¯•??¯??•? •???•? É?? Jimaray-Khokh Georgian: †ü?†ü?†ü?†üê†üˇ†üê) is the second highest point of North OssetiaÉ??Alania a Russian republic with an altitude of 4780 meters (15680 ft). It is located on the border between Russia and Georgia.The mountain is located on the Khokh Range 9 km (5.5 mi) to the west of Mount Kazbek.
8,Copiap?? River, Copiap?? River is a river of Chile located in the Atacama Region. Starting at the confluence of the Jorquera and Pulido rivers the Copiap?? flows for only 2.5 km before receiving the waters of the Manflas River.
8,Bernoulli (crater), Bernoulli is a lunar impact crater that is located in the northeast part of the Moon. It lies to the south of the crater Messala and east of Geminus.This formation is nearly circular with several slight outward bulges around the perimeter. There is a sunken depression along part of the southern wall forming an outward triangular bulge in the rim. The rim is highest along the eastern side climbing to 4 km. At the midpoint of the crater floor is a central peak formation.
8,Lake Hartwell, Lake Hartwell is a man-made reservoir bordering Georgia and South Carolina on the Savannah Tugaloo and Seneca Rivers. Lake Hartwell is one of the southeast's largest and most popular recreation lakes. The lake is created by Hartwell Dam located on the Savannah River seven miles (11 km) below the point at which the Tugaloo and Seneca Rivers join to form the Savannah.
8,C?õmpa River, The C?õmpa River is a tributary of the Jiul de Est River in Romania.
8,Pe?Òa Falconera, The Pe?Òa Falconera or Huevo de Morrano (Morrano egg) is a rock formation near the village of Morrano northwest of Somontano de Barbastro Province of Huesca.This rock formation is composed of a monolith with a mixture of sand and conglomerate somewhat eroded.It is located in the Parque de la Sierra y Ca?Òones de Guara a few meters from the river Alcanadre and close to the fountain de la Tamara is also near the pine forest of Morrano where pine are that are the most southerly of all the Natural Park and the Alto Aragon too.
8,Perkins Lake, Alturas Lake is an alpine lake in Blaine County Idaho United States located in the Sawtooth Valley in the Sawtooth National Recreation Area. The lake is approximately 21 miles (34 km) south of Stanley and 30 miles (48 km) northwest of Ketchum.
8,Mount Azami, Mount Azami (ä??Ü˝? Azamidake) is a 1406 m (4613 ft) mountain located on the border of Higashiyoshino and Kawakami Nara Japan.
8,Lago di Poggio Perotto, Lago di Poggio Perotto is a lake in the Province of Grosseto Tuscany Italy.
8,Mayo River (Argentina), The Mayo River (Argentina) is a river of Argentina.
8,Sambangsan, Sambangsan is a mountain in the counties of Pyeongchang and Yeongwol Gangwon-do in South Korea. It has an elevation of 980 m (3215 ft).
8,Ashlu Creek, Ashlu Creek is a short and swift river-like creek in British Columbia. It is a tributary of the Squamish River and enters it about 24.3 km northwest of Squamish.
8,Birkenhead Peak, Birkenhead Peak commonly known as Mount Birkenhead and sometimes Birkenhead Mountain and also Mount Birken 2506 m (8222 ft) prominence: 1781 m is a mountain in the Gates Valley region of the Lillooet Country of the South-Central Interior of British Columbia Canada.
8,Romsdalshornet, Romsdalshornet is a mountain in the municipality of Rauma in M??re og Romsdal county Norway. The mountain is located 10 kilometres (6.2 mi) southeast of ??ndalsnes along the Rauma River and the highway E136. The mountain Store Venjetinden lies 3 kilometres (1.9 mi) east of the mountain and 3 kilometres (1.9 mi) to the west lies the mountain Store TrolltindÉ??part of the Troll Wall/Trollryggen ridge.Romsdalshornet is a popular mountain for climbing which is best done in late summer.
8,Low Lake, Low Lake (or Lac Low) is a lake in western Quebec Canada. It is located in the municipality of Baie-James.
8,Aalbach (Main), The Aalbach is a river in Baden-W?¨rttemberg Germany.
8,Schw??galp Pass, Schw??galp Pass (el. 1278 m or 4193 ft) is a high mountain pass in the Alps between the cantons of St. Gallen and Appenzell Ausserrhoden in Switzerland.It connects Nesslau-Neu St. Johann in Toggenburg in St. Gallen and Urn??sch in Appenzell Ausserrhoden. It is named after the Schw??galp peak (el. 1360 m or 4462 ft) on the north face of S??ntis (el. 2502 m or 8209 ft) which is the starting point of the aerial tramway to the top of S??ntis.
8,Nadi??a River, The Nadi??a River is a tributary of the Tazléüu River in Romania.
8,MacNaughton Mountain, MacNaughton Mountain is a mountain located in Essex County New York named after James MacNaughton (1851É??1905) the grandson of Archibald McIntyre.
8,Mount Myra, Mount Myra is a mountain on Vancouver Island British Columbia Canada located 41 km (25 mi) southeast of Gold River and 20 km (12 mi) south of Mount McBride.
8,Collier Glacier, Collier Glacier is in the U.S. state of Oregon. The glacier is situated in the Cascade Range at an elevation generally above 8000 feet (2400 m). Collier Glacier is on the west slopes of North Sister an extinct shield volcano. Since its last maximum extent during the Little Ice Age (1350É??1850 A.D.) the glacier has retreated over a mile.
8,Depot Glacier (Washington), Depot Glacier is in North Cascades National Park in the U.S. state of Washington on the northeast slopes of Mount Redoubt. Depot Glacier descends from the 7400 to 6000 ft (2300 to 1800 m). Melt from the glacier feeds into Depot Creek which flows into Chilliwack Lake. The Redoubt Glacier lies to the east while the West Depot Glacier is separated from Depot Glacier by a ridge.
8,Calva River, The Calva River is a tributary of the Vi??a River in Romania.
8,Bookham Knoll, Bookham Knoll is a rounded hill 211 metres (692 ft) high about 1 kilometre southeast of the village of Buckland Newton in the county of Dorset in southern England. Its prominence of 43 metres (141 ft) qualifies it as one of the Tumps. It is located within the Dorset Downs.The hill is largely treeless farmland. It is bounded to the west by B3143 and on the other three sides by a minor road passing through the hamlets of Rew Sharnhill Green and Bookham after which it is named.
8,Dani River, The Dani River is a tributary of the Ismar River in Romania.
8,Boris (crater), Boris is a tiny lunar crater that is located on the Mare Imbrium to the northeast of the crater Delisle. It lies at the southwest extremity of a sinuous rille that is designated Rima Delisle. This rille meanders to the northeast towards the crater Heis before vanishing into the lunar mare.This is one of the smallest craters on the Moon to be officially given a name by the IAU.
8,Waitaki River, The Waitaki River is a large river in the South Island of New Zealand some 110 km long. It is the major river of the Mackenzie Basin. It is a braided river which flows through Lake Benmore Lake Aviemore and Lake Waitaki. These are ultimately fed by three large glacial lakes Pukaki Tekapo and Ohau. Lake Benmore and Lake Aviemore are contained by hydroelectric dams Benmore Dam and Aviemore Dam.The Waitaki has several tributaries notably the Ahuriri River and the Hakataramea River.
8,Rigny Bjerg, Rigny Bjerg or Mount Rigny is Greenland's sixth highest peak reaching 2385 m (7825 ft) above sea level. It is situated on the Blosseville Coast in what is now the municipality of Sermersooq.Rigny Bjerg was marked on Jules de Blosseville's map of 1833. His report also contained a drawing of the mountain's profile as seen from the sea. Based on the profile its exact position has been extablished.
8,Claytor Lake, Claytor Lake in Pulaski County Virginia is a 4500 acre (18 km?˝) 21 mile (34 km) long reservoir on the New River created for a hydroelectric project of Appalachian Power Company. It is named for W. Graham Claytor Sr. (1886É??1971) of Roanoke Virginia a vice president of Appalachian Power who had supervised construction of the dam and creation of the lake.Three miles of Claytor Lake's shoreline is bordered by Claytor Lake State Park operated by the Commonwealth of Virginia.
8,Krakatoa, Krakatoa or Krakatau (Indonesian: Krakatau) is a volcanic island situated in the Sunda Strait between the islands of Java and Sumatra in Indonesia. The name is also used for the surrounding island group comprising the remnants of a much larger island of three volcanic peaks which was obliterated in a cataclysmic 1883 eruption unleashing huge tsunamis (killing more than 36000 people) and destroying over two-thirds of the island.
